CustomerID,Frequency,MonetaryValue,AverageOrderValue,TotalQuantity,ProductDiversity,RecencyDays,PrimaryCountry,IsUK,RepeatProbability,ConditionalFutureRevenue,PredictedCLV,CLVSegment,Location,BusinessAction
15006,1,277.4,277.4,101,47,79,United Kingdom,1,0.4635310539506278,500.463787354311,231.9805068164667,Low,UK,Low-cost nurture
15008,2,360.0,180.0,1500,6,106,United Kingdom,1,0.6029905934948588,676.4891579217843,407.9165988280941,Medium,UK,Low-cost nurture
15011,2,416.6,208.3,289,17,21,United Kingdom,1,0.658542467383842,708.9784905326184,466.8924444774224,Medium,UK,Low-cost nurture
15012,1,241.22,241.22,158,68,202,United Kingdom,1,0.3481282483294969,390.0582346564733,135.7902899774539,Low,UK,Low-cost nurture
15013,10,1610.82,161.082,1715,177,113,United Kingdom,1,0.8911919398022512,1534.6296684681986,1367.6495911202596,High,UK,Protect loyalty
15015,13,2354.97,181.15153846153845,1584,158,127,United Kingdom,1,0.9089224738168727,2157.348171613637,1960.8622370273745,Very High,UK,Protect loyalty
15016,4,450.85,112.7125,167,77,19,United Kingdom,1,0.7683969878116426,590.2183833585185,453.5220279237429,Medium,UK,Grow customer value
15020,1,198.47,198.47,111,27,5,United Kingdom,1,0.526829394477649,428.3082320834009,225.64536655829045,Low,UK,Low-cost nurture
15021,3,628.82,209.60666666666663,260,132,5,United Kingdom,1,0.7694268723628856,756.5588337480209,582.1166972092522,Medium,UK,Grow customer value
15022,1,281.05,281.05,113,19,303,United Kingdom,1,0.2316678377437602,472.2120355128813,109.3963412238489,Low,UK,Low-cost nurture
15023,9,4858.24,539.8044444444445,1931,238,26,United Kingdom,1,0.9316446925722408,3966.9778686048503,3695.8138768372487,Very High,UK,Protect loyalty
15024,6,1922.96,320.49333333333334,1022,113,4,United Kingdom,1,0.8900211592636011,1972.9117621533,1755.9332136764742,Very High,UK,Protect loyalty
15025,1,617.83,617.83,319,72,194,United Kingdom,1,0.4147733376218997,867.3304007232083,359.74552512890483,Medium,UK,Low-cost nurture
15026,2,579.89,289.945,370,65,1,United Kingdom,1,0.7172492157094178,816.2028878781006,585.4208811903295,Medium,UK,Grow customer value
15027,6,2129.45,354.90833333333336,2217,46,21,United Kingdom,1,0.8883534508997576,2388.9893975677446,2122.266975492239,Very High,UK,Protect loyalty
15028,2,335.81,167.905,214,42,4,United Kingdom,1,0.6733887495377459,537.9192488784889,362.2287703545692,Medium,UK,Grow customer value
15029,1,365.1,365.1,234,10,245,United Kingdom,1,0.3013501346241219,669.2078913072979,201.66588813697896,Low,UK,Low-cost nurture
15030,6,1461.63,243.605,853,19,6,United Kingdom,1,0.8678350130230269,1922.7949488433328,1668.6687794700638,Very High,UK,Protect loyalty
15031,10,2449.75,244.975,1176,187,20,United Kingdom,1,0.9264722195207916,2311.3281412587176,2141.38131307283,Very High,UK,Protect loyalty
15032,5,6050.95,1210.19,3633,30,48,United Kingdom,1,0.88150991555883,5931.320098704579,5228.517479361465,Very High,UK,Protect loyalty
15034,6,3957.04,659.5066666666667,2335,231,12,United Kingdom,1,0.911929670994924,3340.957680209075,3046.7184381210263,Very High,UK,Protect loyalty
15037,2,397.76,198.88,298,40,2,United Kingdom,1,0.6903938836028944,627.7053358479258,433.3639245743086,Medium,UK,Grow customer value
15038,3,460.79,153.59666666666666,169,97,16,United Kingdom,1,0.7356923915129207,595.7192166598163,438.266095174664,Medium,UK,Grow customer value
15039,46,19374.89,421.1932608695652,8649,383,1,United Kingdom,1,0.990123912305193,15014.237284648712,14865.95536055488,Very High,UK,Protect loyalty
15040,1,7.49,7.49,1,1,167,United Kingdom,1,0.1327355905741425,33.30740613684845,4.421078224067397,Low,UK,Low-cost nurture
15041,1,109.47,109.47,91,35,70,United Kingdom,1,0.429765843446065,239.4731961147495,102.91740011098028,Low,UK,Low-cost nurture
15042,1,179.52,179.52,208,4,221,United Kingdom,1,0.2854802200276889,413.0897195456933,117.92894402708085,Low,UK,Low-cost nurture
15043,5,2333.32,466.66399999999993,719,39,89,United Kingdom,1,0.8123113389308126,2439.581805668844,1981.699962994108,Very High,UK,Protect loyalty
15044,18,8389.42,466.0788888888889,2456,202,5,United Kingdom,1,0.9678065887441296,6945.0146834180405,6721.430969536706,Very High,UK,Protect loyalty
15046,10,2533.37,253.337,1213,139,51,United Kingdom,1,0.9154355196723892,2404.5038272502275,2201.1682106530607,Very High,UK,Protect loyalty
15050,2,2349.5,1174.75,1384,58,47,United Kingdom,1,0.7535626085101708,2633.4665174499705,1984.481898313795,Very High,UK,Protect loyalty
15051,6,2543.55,423.925,2042,113,5,United Kingdom,1,0.902767127667138,2520.8898478169795,2275.776487078983,Very High,UK,Protect loyalty
15055,3,549.12,183.04,225,77,100,United Kingdom,1,0.6675981030038195,666.784967066003,445.14437912472783,Medium,UK,Low-cost nurture
15056,1,113.65,113.65,69,6,146,United Kingdom,1,0.3139577568698984,281.925631821689,88.51273897086634,Low,UK,Low-cost nurture
15057,3,1766.46,588.82,726,38,69,United Kingdom,1,0.7556400939216854,2012.037878316531,1520.3764913450923,High,UK,Protect loyalty
15058,5,1285.04,257.008,591,52,2,United Kingdom,1,0.8529232990317405,1528.512535081397,1303.7039540329938,High,UK,Protect loyalty
15059,10,2153.48,215.348,995,210,2,United Kingdom,1,0.9295358105705928,2070.1571531185964,1924.2852073326053,Very High,UK,Protect loyalty
15061,79,71854.88,909.5554430379748,45360,114,7,United Kingdom,1,0.9955594320973632,57618.23078719986,57362.37312095951,Very High,UK,Protect loyalty
15062,4,1597.76,399.44000000000005,1109,75,49,United Kingdom,1,0.8214911606248231,1718.1115392843758,1411.413442489623,High,UK,Protect loyalty
15064,4,1254.41,313.6025,810,75,36,United Kingdom,1,0.8180079355682797,1410.0940531942626,1153.4681254105467,High,UK,Protect loyalty
15065,1,168.73,168.73,63,11,36,United Kingdom,1,0.4499449285624353,400.0705996298877,180.00973737040047,Low,UK,Low-cost nurture
15067,2,2118.12,1059.06,1197,94,39,United Kingdom,1,0.7600994159467312,2289.313424599353,1740.1057969569792,Very High,UK,Protect loyalty
15068,2,621.54,310.77,468,104,44,United Kingdom,1,0.6937291315155361,794.2927818918255,551.0240417508752,Medium,UK,Grow customer value
15070,2,630.85,315.425,303,26,217,United Kingdom,1,0.4697263428129439,819.8967607945942,385.1271069322239,Medium,UK,Low-cost nurture
15071,2,473.49,236.745,147,27,12,United Kingdom,1,0.657809914767362,744.8755973824808,489.9865532264575,Medium,UK,Low-cost nurture
15072,1,187.52,187.52,164,13,105,United Kingdom,1,0.414232901878971,413.102158937741,171.12050606924836,Low,UK,Low-cost nurture
15073,5,1744.61,348.922,919,89,26,United Kingdom,1,0.8581757754250794,1831.85152796882,1572.0506054782588,Very High,UK,Protect loyalty
15074,2,817.46,408.73,608,31,55,United Kingdom,1,0.6807087766325459,1146.8328975919346,780.6592187217636,High,UK,Protect loyalty
15076,2,566.89,283.44500000000005,295,30,118,United Kingdom,1,0.5776193451158745,796.6682624649095,460.1710000395827,Medium,UK,Low-cost nurture
15077,2,2428.08,1214.04,528,28,120,United Kingdom,1,0.6463809092252613,2736.907769344766,1769.0849324147516,Very High,UK,Win back now
15078,21,7543.62,359.22,3672,58,32,United Kingdom,1,0.966575444532792,7393.843582047982,7146.707647123958,Very High,UK,Protect loyalty
15079,7,2729.79,389.97,1070,82,96,United Kingdom,1,0.8627830434080411,2570.048596195579,2217.394349532185,Very High,UK,Protect loyalty
15080,2,546.25,273.125,287,31,53,United Kingdom,1,0.6450248050983514,809.2754027329391,522.0027089187039,Medium,UK,Low-cost nurture
15081,7,1349.77,192.8242857142857,559,54,4,United Kingdom,1,0.8828223521273493,1593.0830963512171,1406.4093662551022,High,UK,Protect loyalty
15082,1,93.35,93.35,43,6,294,United Kingdom,1,0.176329395471703,211.2710167555126,37.25329066519159,Low,UK,Low-cost nurture
15084,2,965.2,482.6,600,31,5,United Kingdom,1,0.7319396557870714,1370.2473483221877,1002.9383724740894,High,UK,Protect loyalty
15085,1,347.54,347.54,169,9,355,United Kingdom,1,0.1985773835700238,592.4687396930229,117.65089217527006,Low,UK,Low-cost nurture
15086,2,218.53,109.265,95,10,190,United Kingdom,1,0.4025270945410797,377.20106681208006,151.8336494816623,Low,UK,Low-cost nurture
15091,2,565.9,282.95,236,27,300,United Kingdom,1,0.3675357259740073,695.4203923556099,255.59183876154808,Medium,UK,Low-cost nurture
15092,1,318.65,318.65,95,19,88,United Kingdom,1,0.4400879434301017,619.0838431487449,272.4513353421348,Medium,UK,Low-cost nurture
15093,17,9105.36,535.6094117647059,7018,86,14,United Kingdom,1,0.9680783170387676,8270.472214385092,8006.464822417809,Very High,UK,Protect loyalty
15094,2,83.0,41.5,28,4,89,United Kingdom,1,0.4204640058914815,197.15545067271267,82.89677057318916,Low,UK,Low-cost nurture
15095,6,1771.04,295.17333333333335,1154,60,46,United Kingdom,1,0.8653011292223456,1924.582431491796,1665.3433512513386,Very High,UK,Protect loyalty
15097,2,660.27,330.135,254,39,209,United Kingdom,1,0.4815541611460924,815.2374078805047,392.58096608681126,Medium,UK,Low-cost nurture
15100,4,1317.9,329.475,190,11,6,United Kingdom,1,0.7852920553224784,1829.5171430030296,1436.7052774765575,High,UK,Protect loyalty
15101,4,1160.41,290.1025,435,48,141,United Kingdom,1,0.7105046081458773,1268.623876996903,901.3631106101882,High,UK,Protect loyalty
15102,2,554.67,277.335,339,26,156,United Kingdom,1,0.5371203522197086,773.8352030201619,415.6426368061991,Medium,UK,Low-cost nurture
15105,2,795.98,397.99,536,50,56,United Kingdom,1,0.682629820900271,1057.5852985209262,721.9392629160996,High,UK,Protect loyalty
15107,3,504.85,168.28333333333333,161,24,12,United Kingdom,1,0.7200438388418657,758.8209408776736,546.3843432631566,Medium,UK,Grow customer value
15109,2,498.15,249.075,127,18,205,United Kingdom,1,0.4367710300485408,697.934547286958,304.83759112498666,Medium,UK,Low-cost nurture
15110,2,509.75,254.875,91,14,29,United Kingdom,1,0.616038842514223,835.4461354779258,514.6672702828022,Medium,UK,Low-cost nurture
15111,2,874.89,437.4450000000001,348,50,50,United Kingdom,1,0.6781367830714647,1141.43270124705,774.0475001162466,High,UK,Protect loyalty
15112,1,209.4,209.4,72,7,237,United Kingdom,1,0.2532660633743468,430.5693497043564,109.04860420927484,Low,UK,Low-cost nurture
15114,2,639.56,319.78,436,33,9,United Kingdom,1,0.7074285959744646,955.7644672646172,676.1351151592904,High,UK,Grow customer value
15115,1,191.74,191.74,88,14,358,United Kingdom,1,0.1735442602610006,338.5019836991016,58.74507635794189,Low,UK,Low-cost nurture
15117,3,934.19,311.39666666666665,1145,46,74,United Kingdom,1,0.7482542165504703,1159.3965433736948,867.5233522334074,High,UK,Protect loyalty
15122,8,2853.49,356.68625000000003,1233,107,48,United Kingdom,1,0.901167565072873,2707.151834656038,2439.5974271195423,Very High,UK,Protect loyalty
15123,3,2456.86,818.9533333333334,1329,66,47,United Kingdom,1,0.8030660272816199,2555.8132191333693,2052.4867683632838,Very High,UK,Protect loyalty
15124,2,266.63,133.315,229,16,102,United Kingdom,1,0.5469471980320375,459.7537707949807,251.46103672097829,Medium,UK,Low-cost nurture
15125,9,5496.39,610.71,2240,72,105,United Kingdom,1,0.900961142613514,4776.667583259316,4303.591883698246,Very High,UK,Protect loyalty
15126,2,449.49,224.745,273,25,162,United Kingdom,1,0.5140157943996821,646.5632602090363,332.3437278259962,Medium,UK,Low-cost nurture
15127,1,304.97,304.97,213,12,145,United Kingdom,1,0.3963794931782497,609.3184175537349,241.52132553412255,Low,UK,Low-cost nurture
15128,1,312.68,312.68,240,21,56,United Kingdom,1,0.509813304510361,627.7543180387557,320.0375032999862,Medium,UK,Low-cost nurture
15129,12,3412.78,284.39833333333337,2208,56,11,United Kingdom,1,0.941497501620401,3634.3913725596094,3421.770397175613,Very High,UK,Protect loyalty
15131,1,80.28,80.28,88,7,20,United Kingdom,1,0.444131545771903,230.33195383699427,102.29768669828688,Low,UK,Low-cost nurture
15133,2,824.48,412.24,280,20,8,United Kingdom,1,0.6954811771066264,1243.5075289508495,864.8360799756891,High,UK,Protect loyalty
15134,2,208.3,104.15,170,12,7,United Kingdom,1,0.6256908947391798,414.3237011450426,259.23856728109024,Medium,UK,Low-cost nurture
15135,1,166.63,166.63,41,11,182,United Kingdom,1,0.2854101744668198,350.4269670047127,100.01542179069357,Low,UK,Low-cost nurture
15137,2,823.4,411.7,596,34,146,United Kingdom,1,0.5876240418016826,1062.516385484415,624.3601729188665,Medium,UK,Win back now
15138,1,502.52,502.52,300,31,19,United Kingdom,1,0.5835583082181951,922.6968930866816,538.4474379278487,Medium,UK,Low-cost nurture
15140,1,889.44,889.44,438,32,68,United Kingdom,1,0.5648416087785304,1436.4320028347286,811.3565633821346,High,UK,Win back now
15141,7,1388.47,198.35285714285715,1197,44,83,United Kingdom,1,0.853657031593924,1591.3165691994864,1358.4385787890608,High,UK,Protect loyalty
15142,5,2121.18,424.236,1790,97,36,United Kingdom,1,0.8684439225481373,2143.2678349941025,1861.3079256935323,Very High,UK,Protect loyalty
15143,1,304.18,304.18,170,17,58,United Kingdom,1,0.4903928240564016,623.6374942434484,305.8273519895026,Medium,UK,Low-cost nurture
15144,12,5579.87,464.9891666666667,2201,98,5,United Kingdom,1,0.9489042288277604,5155.29963542297,4891.885624927068,Very High,UK,Protect loyalty
15149,4,1033.81,258.4525,252,44,202,United Kingdom,1,0.6276535112896326,1098.8704424412997,689.7098916506737,High,UK,Win back now
15150,3,3686.61,1228.87,2525,231,82,United Kingdom,1,0.8171129485702697,3044.821363438836,2487.9629621492563,Very High,UK,Protect loyalty
15151,2,2085.61,1042.805,795,56,49,United Kingdom,1,0.7327201009632089,2366.547698307294,1734.0170684379702,Very High,UK,Protect loyalty
15152,1,518.14,518.14,290,29,327,United Kingdom,1,0.2595266246741194,748.8121095916434,194.336679317426,Low,UK,Low-cost nurture
15154,2,1089.44,544.72,244,101,104,United Kingdom,1,0.6314246824397447,1202.5341134765663,759.3097207249008,High,UK,Win back now
15155,1,383.97,383.97,192,24,9,United Kingdom,1,0.5643546456864039,758.781774776345,428.2220196572049,Medium,UK,Low-cost nurture
15157,2,718.04,359.02,1074,27,195,United Kingdom,1,0.5451848240278909,946.108751069982,515.8041329633357,Medium,UK,Low-cost nurture
15158,1,204.62,204.62,21,4,27,United Kingdom,1,0.4130384363215998,515.980681348173,213.11985379620307,Low,UK,Low-cost nurture
15159,4,3475.7200000000003,868.9300000000001,2071,91,21,United Kingdom,1,0.866949523158675,3325.477241550872,2883.0209088375545,Very High,UK,Protect loyalty
15160,3,431.11,143.70333333333335,223,16,0,United Kingdom,1,0.7294209880972211,707.2147675956654,515.8572945765769,Medium,UK,Grow customer value
15161,1,119.92,119.92,144,33,14,United Kingdom,1,0.510737880498661,274.05348877424046,139.96949799981914,Low,UK,Low-cost nurture
15162,1,312.9,312.9,74,12,357,United Kingdom,1,0.1798058814577948,517.5859763633895,93.06500271021262,Low,UK,Low-cost nurture
15164,6,1203.53,200.5883333333333,561,193,15,United Kingdom,1,0.8726676481523359,1228.124359772744,1071.7443966814735,High,UK,Protect loyalty
15166,1,167.16,167.16,140,12,93,United Kingdom,1,0.4162306359325984,381.17008385019415,158.65466639944816,Low,UK,Low-cost nurture
15167,4,1468.82,367.205,798,233,33,United Kingdom,1,0.8353093983851773,1409.401403960156,1177.286238825182,High,UK,Protect loyalty
15169,2,569.22,284.61,356,58,8,United Kingdom,1,0.7073619255547874,809.4805552766898,572.5957242796778,Medium,UK,Grow customer value
15170,1,81.15,81.15,33,4,32,United Kingdom,1,0.3892246705303925,239.5237669387644,93.22855927093909,Low,UK,Low-cost nurture
15173,7,1494.6,213.5142857142857,840,68,6,United Kingdom,1,0.8910633634937641,1697.4065240386333,1512.496766526123,High,UK,Protect loyalty
15174,1,345.71,345.71,237,23,36,United Kingdom,1,0.5371640148891816,686.241565523327,368.6242745203477,Medium,UK,Low-cost nurture
15176,1,988.04,988.04,448,52,293,United Kingdom,1,0.3334591801362199,1243.0309399772282,414.5000781287613,Medium,UK,Win back now
15177,1,948.93,948.93,485,26,51,United Kingdom,1,0.5856976967007734,1576.949422487572,923.6156445645858,High,UK,Win back now
15179,8,5284.97,660.62125,3478,154,18,United Kingdom,1,0.9318081448769906,4525.746391406453,4217.127349160181,Very High,UK,Protect loyalty
15180,2,729.4300000000001,364.715,618,43,43,United Kingdom,1,0.6942563406817177,1013.3646103380408,703.5348061496429,High,UK,Protect loyalty
15181,2,510.72,255.36,144,4,46,United Kingdom,1,0.5935454873848198,949.1892849745442,563.3870167706644,Medium,UK,Low-cost nurture
15182,9,2376.102,264.0113333333333,933,68,11,United Kingdom,1,0.9146523545486348,2528.8028382506805,2312.975470195256,Very High,UK,Protect loyalty
15183,3,639.93,213.31000000000003,297,33,173,United Kingdom,1,0.5914410097180887,794.0781985908031,469.6504115696656,Medium,UK,Low-cost nurture
15184,2,283.19,141.595,263,19,13,United Kingdom,1,0.6521767750875223,509.6516671948485,332.38298072911545,Medium,UK,Low-cost nurture
15186,3,991.79,330.59666666666664,501,22,100,United Kingdom,1,0.6918802292049125,1282.3101861985522,887.2050655388483,High,UK,Protect loyalty
15188,1,310.43,310.43,233,23,351,United Kingdom,1,0.217230806808775,489.6300959214878,106.36274077488268,Low,UK,Low-cost nurture
15189,5,1298.99,259.798,753,20,7,United Kingdom,1,0.845701260261413,1723.452680202373,1457.5261036480565,High,UK,Protect loyalty
15190,1,834.4399999999999,834.4399999999999,790,40,60,United Kingdom,1,0.5958283343512837,1348.848046081542,803.6818845897487,High,UK,Win back now
15191,3,588.05,196.01666666666665,287,33,89,United Kingdom,1,0.6745264520302493,789.8817495264806,532.796134031543,Medium,UK,Grow customer value
15192,2,622.07,311.035,530,35,201,United Kingdom,1,0.5125866722990632,800.5421650724919,410.347244429596,Medium,UK,Low-cost nurture
15194,13,4405.0,338.84615384615387,3219,102,6,United Kingdom,1,0.9528935596112236,4266.272457152191,4065.303547967073,Very High,UK,Protect loyalty
15196,2,313.7,156.85,130,34,58,United Kingdom,1,0.5949140842652453,494.9754374875007,294.46785912666564,Medium,UK,Low-cost nurture
15197,3,797.9,265.9666666666667,589,23,20,United Kingdom,1,0.7615041120902712,1135.740473935653,864.8710411693532,High,UK,Protect loyalty
15198,3,377.71,125.90333333333336,207,20,34,United Kingdom,1,0.6952102516929993,600.5865417956898,417.5339208852095,Medium,UK,Grow customer value
15199,6,1853.7,308.95,498,17,0,United Kingdom,1,0.8652720473842088,2363.71264878895,2045.254483045566,Very High,UK,Protect loyalty
15200,1,549.0500000000001,549.0500000000001,195,30,120,United Kingdom,1,0.4585975325978881,914.6738934117146,419.46719065031607,Medium,UK,Low-cost nurture
15201,2,606.4100000000001,303.20500000000004,450,23,65,United Kingdom,1,0.6460796487305587,912.615575613768,589.6223505185799,Medium,UK,Low-cost nurture
15202,3,6001.49,2000.496666666667,3,1,46,United Kingdom,1,0.6093095659364515,7433.40206393562,4529.242985007735,Very High,UK,Win back now
15203,9,2572.38,285.82,2429,108,16,United Kingdom,1,0.9264646356301116,2591.1031522086923,2400.56543779106,Very High,UK,Protect loyalty
15207,3,683.92,227.97333333333333,428,19,42,United Kingdom,1,0.7269607033860062,997.5353377496034,725.1689907828489,High,UK,Protect loyalty
15208,1,100.4,100.4,40,6,49,United Kingdom,1,0.3911845816254824,271.85946928797983,106.34723275434408,Low,UK,Low-cost nurture
15209,1,178.98000000000002,178.98000000000002,94,13,356,United Kingdom,1,0.1739307219429454,323.09244173126007,56.1957016446271,Low,UK,Low-cost nurture
15210,2,845.01,422.505,613,46,4,United Kingdom,1,0.735186459046705,1172.1968042882295,861.7832178505269,High,UK,Protect loyalty
15212,1,106.48,106.48,48,5,2,United Kingdom,1,0.4479583796027277,302.7181780269996,135.6051445052648,Low,UK,Low-cost nurture
15215,4,1687.49,421.8725,551,59,19,United Kingdom,1,0.8250490017385959,1871.1587591357827,1543.7976663194072,High,UK,Protect loyalty
15216,1,389.49,389.49,189,22,244,United Kingdom,1,0.3098039953764656,644.8425103882123,199.7747861068582,Low,UK,Low-cost nurture
15217,1,426.24,426.24,190,28,189,United Kingdom,1,0.3722812081301911,706.2601537994909,262.92738331068904,Medium,UK,Low-cost nurture
15218,11,5711.9400000000005,519.2672727272728,3201,95,15,United Kingdom,1,0.945726311847339,5230.884416532536,4946.985026947035,Very High,UK,Protect loyalty
15219,1,379.7,379.7,226,17,274,United Kingdom,1,0.2824261284877736,636.8929614552804,179.8752133649277,Low,UK,Low-cost nurture
15221,3,1658.95,552.9833333333333,201,21,32,United Kingdom,1,0.7422569657629818,2058.089833002953,1527.631514712414,High,UK,Protect loyalty
15222,10,2965.91,296.591,4018,97,98,United Kingdom,1,0.9121376929645396,2816.943330093339,2569.440190323186,Very High,UK,Protect loyalty
15223,3,662.2,220.7333333333333,172,12,235,United Kingdom,1,0.486489308890942,864.982616060337,420.8047950898724,Medium,UK,Low-cost nurture
15224,3,549.28,183.09333333333333,291,19,138,United Kingdom,1,0.6130919796233206,765.300266930286,469.1994556585448,Medium,UK,Low-cost nurture
15227,4,1269.09,317.27250000000004,467,54,22,United Kingdom,1,0.8121218991016323,1482.1173616609815,1203.6599664436171,High,UK,Protect loyalty
15228,2,2193.56,1096.78,1120,94,54,United Kingdom,1,0.746825288289629,2327.1688135077416,1737.988520046553,Very High,UK,Protect loyalty
15229,1,160.5,160.5,114,9,212,United Kingdom,1,0.2835152647011082,345.0531641611197,97.82783917309482,Low,UK,Low-cost nurture
15231,1,250.26,250.26,190,14,247,United Kingdom,1,0.2863508775460273,467.6743977382954,133.9189741981707,Low,UK,Low-cost nurture
15233,1,59.400000000000006,59.400000000000006,12,1,27,United Kingdom,1,0.3356698078444687,203.7541665596252,68.39412193657928,Low,UK,Low-cost nurture
15235,4,525.25,131.3125,352,35,7,United Kingdom,1,0.7898771965523361,751.8524748603918,593.871125063662,Medium,UK,Grow customer value
15240,7,2753.41,393.3442857142857,1845,97,0,United Kingdom,1,0.9138127972425418,2762.044980010645,2523.992049293248,Very High,UK,Protect loyalty
15241,3,1293.72,431.24,1510,56,56,United Kingdom,1,0.7814030364778799,1515.970095564537,1184.5836358837907,High,UK,Protect loyalty
15242,1,302.04,302.04,196,4,48,United Kingdom,1,0.4820649847217433,730.1956434525729,352.00175170484806,Medium,UK,Low-cost nurture
15243,1,610.6,610.6,358,39,61,United Kingdom,1,0.5550076901819022,1026.4387151311853,569.6813803982386,Medium,UK,Win back now
15244,1,280.51,280.51,67,14,292,United Kingdom,1,0.2233926430504366,487.8011386073985,108.97118563651917,Low,UK,Low-cost nurture
15245,5,2095.0,419.0,1237,36,28,United Kingdom,1,0.8574303014855295,2382.7846001058474,2043.0717180438332,Very High,UK,Protect loyalty
15246,1,266.25,266.25,112,18,181,United Kingdom,1,0.3395355225473958,499.6610958032527,169.6526912601618,Low,UK,Low-cost nurture
15247,2,620.06,310.03,354,10,103,United Kingdom,1,0.5844719778159851,986.6452006268714,576.666471813037,Medium,UK,Win back now
15248,3,1893.93,631.3100000000001,1065,103,37,United Kingdom,1,0.8041661914583218,1957.9799115731137,1574.5412484416524,Very High,UK,Protect loyalty
15249,5,2577.54,515.508,1403,122,56,United Kingdom,1,0.8593055072871555,2406.72100346737,2068.10861278318,Very High,UK,Protect loyalty
15250,1,60.0,60.0,48,3,266,United Kingdom,1,0.1810561486021518,160.27064425923797,29.017985583563195,Low,UK,Low-cost nurture
15251,10,9839.55,983.955,5937,99,40,United Kingdom,1,0.944794693309069,8074.117091999403,7628.382981677088,Very High,UK,Protect loyalty
15252,3,1362.63,454.21,908,73,47,United Kingdom,1,0.7805610686082499,1531.8328641253656,1195.6890973509314,High,UK,Protect loyalty
15253,3,1136.89,378.96333333333337,722,58,29,United Kingdom,1,0.781085423356724,1366.388849532353,1067.2664130068854,High,UK,Protect loyalty
15254,2,787.99,393.995,436,46,172,United Kingdom,1,0.5519451349835287,963.4519271682072,531.7726039909969,Medium,UK,Low-cost nurture
15255,8,2815.17,351.89625,1725,101,22,United Kingdom,1,0.9144027002471112,2766.66782031143,2529.8485255795613,Very High,UK,Protect loyalty
15256,1,71.95,71.95,37,4,187,United Kingdom,1,0.2409535690551563,192.21343413980415,46.31451297633404,Low,UK,Low-cost nurture
15257,1,368.75,368.75,25,5,40,United Kingdom,1,0.4297789887425509,820.1150473279301,352.46821569314704,Medium,UK,Low-cost nurture
15259,4,1182.38,295.595,631,50,138,United Kingdom,1,0.7252210000250809,1293.8689667894437,938.3409459964586,High,UK,Protect loyalty
15260,18,6956.96,386.4977777777778,3583,149,36,United Kingdom,1,0.9632811122812835,6049.184235453492,5827.064918722046,Very High,UK,Protect loyalty
15261,3,1253.18,417.7266666666667,536,70,7,United Kingdom,1,0.7952349370184625,1467.4984879041078,1167.006067603112,High,UK,Protect loyalty
15262,2,239.87,119.935,145,14,6,United Kingdom,1,0.628979527730027,457.1485040670693,287.5370501905936,Medium,UK,Low-cost nurture
15264,1,454.66,454.66,178,32,156,United Kingdom,1,0.4099366087931075,752.4366852320852,308.4513430755679,Medium,UK,Low-cost nurture
15265,2,1839.52,919.76,958,109,230,United Kingdom,1,0.5633548343300532,1714.3338237167238,965.7782472463416,High,UK,Win back now
15266,4,732.91,183.2275,218,36,5,United Kingdom,1,0.7887402320418467,982.6171071201948,775.0296450782706,High,UK,Protect loyalty
15268,3,961.9,320.6333333333334,428,21,104,United Kingdom,1,0.6814382596585002,1249.2266545554796,851.2708373992965,High,UK,Protect loyalty
15269,2,816.5600000000001,408.28,346,32,6,United Kingdom,1,0.7105500897371675,1174.7200720414053,834.6974526050724,High,UK,Protect loyalty
15270,14,6145.37,438.955,2489,55,26,United Kingdom,1,0.950184934784742,5983.046546722318,5685.000692811422,Very High,UK,Protect loyalty
15271,9,2035.2,226.13333333333333,1161,238,5,United Kingdom,1,0.9242127127012494,1931.652331582721,1785.2576413677598,Very High,UK,Protect loyalty
15272,4,1309.01,327.2525,355,209,76,United Kingdom,1,0.7839953894330898,1236.1545883566428,969.139497898167,High,UK,Protect loyalty
15273,1,228.96,228.96,216,1,225,United Kingdom,1,0.276293512020887,563.5189200458505,155.69662150968546,Low,UK,Low-cost nurture
15276,3,491.17,163.72333333333333,256,115,20,United Kingdom,1,0.747942245949182,618.2528157150881,462.4173995503487,Medium,UK,Grow customer value
15277,1,220.44,220.44,168,14,51,United Kingdom,1,0.4821820966667067,489.51638420260633,236.03603648751783,Low,UK,Low-cost nurture
15278,4,496.16,124.04,458,29,187,United Kingdom,1,0.6300567112900236,639.2394616462425,402.7571129316367,Medium,UK,Low-cost nurture
15279,4,1290.03,322.5075,613,58,6,United Kingdom,1,0.8295462522438736,1515.9211369760892,1257.5266978757866,High,UK,Protect loyalty
15280,2,284.4,142.2,353,39,114,United Kingdom,1,0.5674286181016758,437.0623354246416,248.0016770142955,Low,UK,Low-cost nurture
15281,7,6211.42,887.3457142857143,4022,337,4,United Kingdom,1,0.935406703427794,4754.592361241697,4447.477566772067,Very High,UK,Protect loyalty
15282,1,348.59,348.59,395,27,196,United Kingdom,1,0.3817335938148511,603.6818113611905,230.4456273715663,Low,UK,Low-cost nurture
15283,3,148.32999999999998,49.44333333333333,27,9,16,United Kingdom,1,0.6031221703225493,296.1900690669695,178.63879728365643,Low,UK,Low-cost nurture
15284,1,24.75,24.75,5,1,126,United Kingdom,1,0.2031147744561305,90.50326220270468,18.382549689846403,Low,UK,Low-cost nurture
15285,1,94.92,94.92,120,6,33,United Kingdom,1,0.4443367991841764,267.743026438825,118.9680793717118,Low,UK,Low-cost nurture
15287,3,369.34,123.11333333333334,577,13,5,United Kingdom,1,0.7440574018584203,644.4196666455919,479.4852228707884,Medium,UK,Grow customer value
